well_id,depth_m,gamma_ray_api,resistivity_ohmm,density_gcc,neutron_porosity_vv,sonic_usft,caliper_in,hydrocarbon_probability,lithology
mywell,2481.3757,126.3313,7.1597,2.2318,0.27088,95.656,8.5,0.0211,Shale
mywell,2481.5281,132.2214,6.5945,2.3233,0.337464,99.345,8.5,0.0212,Shale
mywell,2481.6805,128.3675,6.22,2.3786,0.285424,98.755,8.5,0.0188,Shale
mywell,2481.8329,127.7428,6.1277,2.4008,0.3842,101.726,8.5,0.0314,Shale
mywell,2481.9853,119.9309,5.9663,2.3643,0.35524,105.966,8.5,0.034,Shale
mywell,2482.1377,123.4957,5.6337,2.3749,0.39964,104.14,8.5,0.0387,Shale
mywell,2482.2901,121.0986,6.1657,2.3522,0.276,99.041,8.5,0.0256,Shale
mywell,2482.4425,119.0136,5.668,2.3381,0.301784,98.132,8.5,0.0211,Shale
mywell,2482.5949,108.3994,5.2583,2.3598,0.3268,93.289,8.5,0.0335,Shale
mywell,2482.7473,114.9247,5.1161,2.2876,0.389496,94.862,8.5,0.0568,Shale
mywell,2482.8997,117.578,5.1378,2.2969,0.35528,92.767,8.5,0.0417,Shale
mywell,2483.0521,118.4422,4.9317,2.3555,0.412536,97.338,8.5,0.0368,Shale
mywell,2483.2045,110.881,4.8348,2.1159,0.48244,95.763,8.5,0.0538,Shale
mywell,2483.3569,109.2447,4.8102,2.3689,0.44332,92.65,8.5,0.0496,Shale
mywell,2483.5093,102.16,4.7554,2.2658,0.422168,93.989,8.5,0.0635,Shale
mywell,2483.6617,101.358,4.632,2.1172,0.383312,91.024,8.5,0.0641,Shale
mywell,2483.8141,105.5273,4.4792,2.3263,0.380024,93.108,8.5,0.0567,Shale
mywell,2483.9665,114.2668,4.0891,2.4262,0.392896,96.101,8.5,0.0542,Shale
mywell,2484.1189,120.5509,3.7993,2.2455,0.377128,96.373,8.5,0.0406,Shale
mywell,2484.2713,118.1726,3.5381,2.2708,0.382952,98.111,8.5,0.0378,Shale
mywell,2484.4237,116.9755,3.4517,2.4059,0.484184,99.489,8.5,0.044,Shale
mywell,2484.5761,118.4778,3.328,2.3058,0.468136,94.912,8.5,0.0387,Shale
mywell,2484.7285,133.6815,3.3706,2.3199,0.42336,100.083,8.5,0.036,Shale
mywell,2484.8809,147.8269,3.3214,2.2168,0.44284,97.769,8.5,0.0322,Shale
mywell,2485.0333,148.6334,3.1236,2.341,0.471768,97.502,8.5,0.0313,Shale
mywell,2485.1857,133.7193,3.0655,2.2855,0.472992,100.352,8.5,0.0398,Shale
mywell,2485.3381,118.4561,2.8269,2.2632,0.40356,99.135,8.5,0.0381,Shale
mywell,2485.4905,99.7449,2.8389,2.3701,0.526008,104.829,8.5,0.0629,Shale
mywell,2485.6429,98.2806,2.7696,2.2877,0.420856,104.379,8.5,0.0598,Shale
mywell,2485.7953,88.0058,2.7234,2.3237,0.564832,106.483,8.5,0.0613,Shale
mywell,2485.9477,84.2486,2.8083,2.453,0.509456,106.004,8.5,0.0702,Silty Sand
mywell,2486.1001,88.8645,2.8536,1.9759,0.487176,100.048,8.5,0.0935,Shale
mywell,2486.2525,88.8117,2.8967,1.8262,0.486008,100.992,8.5,0.1187,Shale
mywell,2486.4049,100.8261,3.0448,1.8627,0.474096,100.876,8.5,0.1284,Shale
mywell,2486.5573,107.5059,3.0371,1.8799,0.581136,99.511,8.5,0.1182,Shale
mywell,2486.7097,117.1854,3.2414,1.9693,0.489744,102.724,8.5,0.0892,Shale
mywell,2486.8621,115.026,3.2995,2.0583,0.535624,99.65,8.5,0.0561,Shale
mywell,2487.0145,105.4034,2.9677,1.9201,0.44176,99.625,8.5,0.1138,Shale
mywell,2487.1669,109.415,2.723,2.1065,0.404296,102.601,8.5,0.0467,Shale
mywell,2487.3193,123.1862,2.6863,2.3322,0.409952,99.153,8.5,0.0317,Shale
mywell,2487.4717,127.4356,2.6225,2.1991,0.493328,105.449,8.5,0.0297,Shale
mywell,2487.6241,111.2468,2.5565,2.2516,0.532688,103.516,8.5,0.0432,Shale
mywell,2487.7765,99.585,2.5461,2.2927,0.377256,103.996,8.5,0.0581,Shale
mywell,2487.9289,100.4909,2.5896,2.291,0.429568,104.124,8.5,0.0545,Shale
mywell,2488.0813,110.2593,2.6485,2.3723,0.451824,101.397,8.5,0.0433,Shale
mywell,2488.2337,115.546,2.7135,2.2599,0.464896,101.003,8.5,0.0396,Shale
mywell,2488.3861,107.2701,2.8747,2.3394,0.418376,99.76,8.5,0.0577,Shale
mywell,2488.5385,102.4454,3.0883,2.3539,0.494384,96.65,8.5,0.0612,Shale
mywell,2488.6909,94.1764,3.1356,2.3748,0.458296,98.361,8.5,0.0721,Shale
mywell,2488.8433,101.2028,3.1975,2.377,0.409392,99.119,8.5,0.0644,Shale
mywell,2488.9957,107.8876,3.1286,2.258,0.409,98.257,8.5,0.0588,Shale
mywell,2489.1481,121.5493,3.1022,2.259,0.3842,100.11,8.5,0.0408,Shale
mywell,2489.3005,122.3574,3.0951,2.255,0.445504,98.513,8.5,0.0444,Shale
mywell,2489.4529,121.8749,3.3797,2.3651,0.489648,100.484,8.5,0.0397,Shale
mywell,2489.6053,109.4958,3.6856,2.3888,0.428496,100.252,8.5,0.0516,Shale
mywell,2489.7577,114.7855,4.0104,2.3424,0.345664,97.646,8.5,0.0379,Shale
mywell,2489.9101,110.5892,4.5844,2.4104,0.371784,97.005,8.5,0.0537,Shale
mywell,2490.0625,122.5652,5.4818,2.405,0.298592,92.66,8.5,0.0228,Shale
mywell,2490.2149,113.5147,7.3034,2.4338,0.33272,91.013,8.5,0.031,Shale
mywell,2490.3673,124.8311,7.5551,2.4439,0.211976,95.712,8.5,0.0222,Shale
mywell,2490.5197,117.8639,7.4072,2.4837,0.259608,100.462,8.5,0.0254,Shale
mywell,2490.6721,120.0826,7.0677,2.5386,0.380032,102.98,8.5,0.0417,Shale
mywell,2490.8245,116.8185,7.071,2.4547,0.337352,102.132,8.5,0.0295,Shale
mywell,2490.9769,119.8851,7.1712,2.4113,0.283432,100.141,8.5,0.0271,Shale
mywell,2491.1293,121.5508,7.3396,2.3832,0.349464,100.497,8.5,0.036,Shale
mywell,2491.2817,123.3913,7.589,2.3701,0.321232,100.996,8.5,0.0221,Shale
mywell,2491.4341,121.6254,8.0215,2.4355,0.308104,102.86,8.5,0.027,Shale
mywell,2491.5865,118.5427,8.1252,2.4271,0.29312,104.363,8.5,0.0279,Shale
mywell,2491.7389,104.3621,8.2679,2.304,0.298952,106.111,8.5,0.0361,Shale
mywell,2491.8913,93.211,8.3156,2.2812,0.295032,104.885,8.5,0.0379,Shale
mywell,2492.0437,83.4579,8.2327,2.2691,0.266232,104.255,8.5,0.0314,Silty Sand
mywell,2492.1961,80.6401,8.1576,2.2343,0.269968,103.01,8.5,0.0386,Silty Sand
mywell,2492.3485,79.6339,7.7483,2.1933,0.246192,100.52,8.5,0.0437,Silty Sand
mywell,2492.5009,85.9688,7.2381,2.1831,0.254928,98.888,8.5,0.0367,Shale
mywell,2492.6533,101.4139,6.9433,2.2376,0.325432,99.743,8.5,0.0379,Shale
mywell,2492.8057,113.2029,7.064,2.357,0.267472,99.626,8.5,0.027,Shale
mywell,2492.9581,111.3943,7.2158,2.3699,0.28684,99.501,8.5,0.0256,Shale
mywell,2493.1105,94.5041,7.3222,2.3402,0.302872,98.384,8.5,0.0411,Shale
mywell,2493.2629,81.8013,8.1176,2.3539,0.252408,97.631,8.5,0.0412,Silty Sand
mywell,2493.4153,65.8091,9.4612,2.4066,0.28672,97.377,8.5,0.0863,Silty Sand
mywell,2493.5677,60.1059,11.822,2.4268,0.20268,96.011,8.5,0.1027,Silty Sand
mywell,2493.7201,56.6168,15.5451,2.3169,0.135536,94.388,8.5,0.0985,Silty Sand
mywell,2493.8725,54.7399,16.2019,2.3259,0.147896,93.631,8.5,0.0984,Silty Sand
mywell,2494.0249,53.5128,15.5126,2.2695,0.145024,94.121,8.5,0.105,Silty Sand
mywell,2494.1773,53.1508,14.9951,2.3087,0.158888,94.373,8.5,0.1056,Silty Sand
mywell,2494.3297,54.8175,14.7063,2.312,0.202648,95.243,8.5,0.1092,Silty Sand
mywell,2494.4821,51.0912,15.0958,2.3636,0.157368,95.126,8.5,0.1029,Silty Sand
mywell,2494.6345,46.1218,15.7061,2.3362,0.143112,95.249,8.5,0.1235,Silty Sand
mywell,2494.7869,45.5374,16.4302,2.2834,0.17772,95.126,8.5,0.134,Silty Sand
mywell,2494.9393,46.7998,16.7187,2.2751,0.2028,93.637,8.5,0.1325,Silty Sand
mywell,2495.0917,47.9201,16.3292,2.2611,0.1782,95.361,8.5,0.1237,Silty Sand
mywell,2495.2441,45.5512,15.5939,2.267,0.1532,94.631,8.5,0.1245,Silty Sand
mywell,2495.3965,47.2888,15.0761,2.2968,0.16292,93.757,8.5,0.1085,Silty Sand
mywell,2495.5489,49.162,14.6494,2.2712,0.174904,94.99,8.5,0.1187,Silty Sand
mywell,2495.7013,47.8328,14.276,2.267,0.174008,94.876,8.5,0.1175,Silty Sand
mywell,2495.8537,48.1513,13.8702,2.2591,0.18392,94.627,8.5,0.1227,Silty Sand
mywell,2496.0061,43.7277,13.5654,2.3007,0.190944,96.857,8.5,0.1365,Sandstone
mywell,2496.1585,48.3604,13.1622,2.295,0.199928,97.991,8.5,0.1293,Silty Sand
mywell,2496.3109,41.0562,12.8297,2.3029,0.23472,98.0,8.5,0.1763,Sandstone
mywell,2496.4633,39.4167,12.8191,2.309,0.16556,99.736,8.5,0.1397,Sandstone
mywell,2496.6157,38.6273,12.0909,2.3011,0.17988,100.37,8.5,0.1593,Sandstone
mywell,2496.7681,46.0918,10.8837,2.2792,0.205792,98.143,8.5,0.1404,Silty Sand
mywell,2496.9205,57.1513,9.9217,2.2403,0.233776,98.125,8.5,0.1044,Silty Sand
mywell,2497.0729,71.6478,9.4021,2.3154,0.228048,98.869,8.5,0.0895,Silty Sand
mywell,2497.2253,84.8822,9.9109,2.2446,0.35696,100.611,8.5,0.0737,Shale
mywell,2497.3777,83.7639,11.2453,2.3045,0.34312,101.989,8.5,0.0406,Silty Sand
mywell,2497.5301,65.4268,13.2281,2.3923,0.339032,102.868,8.5,0.0767,Silty Sand
mywell,2497.6825,43.4619,18.4282,2.4049,0.292376,103.991,8.5,0.2037,Sandstone
mywell,2497.8349,34.1209,34.9044,2.3078,0.156096,102.884,8.5,0.2015,Sandstone
mywell,2497.9873,35.6421,40.5535,2.2048,0.176824,104.735,8.5,0.2474,Sandstone
mywell,2498.1397,43.2041,42.0671,2.1852,0.210728,103.386,8.5,0.2057,Sandstone
mywell,2498.2921,43.8632,49.1053,2.1433,0.22588,102.383,8.5,0.2546,Sandstone
mywell,2498.4445,41.2154,63.2523,2.1609,0.224016,102.747,8.5,0.2836,Sandstone
mywell,2498.5969,34.7291,85.8149,2.1283,0.186304,102.13,8.5,0.3663,Sandstone
mywell,2498.7493,30.8469,105.3598,2.134,0.155248,102.497,8.5,0.4252,Sandstone
mywell,2498.9017,28.7774,114.3428,2.139,0.21948,102.872,8.5,0.5108,Sandstone
mywell,2499.0541,28.9197,117.3959,2.1569,0.221984,102.255,8.5,0.5207,Sandstone
mywell,2499.2065,29.0549,114.9727,2.1223,0.201168,102.126,8.5,0.492,Sandstone
mywell,2499.3589,28.6542,86.5442,2.1101,0.201992,103.117,8.5,0.4015,Sandstone
mywell,2499.5113,32.4642,59.2503,2.1338,0.224816,106.969,8.5,0.3249,Sandstone
mywell,2499.6637,36.3073,45.3365,2.1747,0.18036,107.496,8.5,0.2691,Sandstone
mywell,2499.8161,43.2483,38.1382,2.1532,0.241504,108.988,8.5,0.2261,Sandstone
mywell,2499.9685,45.8445,34.7667,2.1123,0.249936,108.008,8.5,0.2081,Silty Sand
mywell,2500.1209,45.5912,38.0086,2.114,0.286704,107.38,8.5,0.2114,Silty Sand
mywell,2500.2733,42.5088,46.4104,2.12,0.205656,104.895,8.5,0.2788,Sandstone
mywell,2500.4257,34.3367,46.3223,2.1428,0.16532,104.007,8.5,0.2486,Sandstone
mywell,2500.5781,32.534,63.2197,2.1549,0.171944,102.636,8.5,0.2887,Sandstone
mywell,2500.7305,31.4834,92.239,2.1391,0.210688,101.757,8.5,0.4562,Sandstone
mywell,2500.8829,38.4517,103.4306,2.1102,0.174296,101.874,8.5,0.3947,Sandstone
mywell,2501.0353,40.8789,113.3021,2.1467,0.167056,101.503,8.5,0.3799,Sandstone
mywell,2501.1877,38.9467,124.0083,2.1569,0.173944,101.624,8.5,0.4458,Sandstone
mywell,2501.3401,39.428,136.484,2.1183,0.142256,102.741,8.5,0.4806,Sandstone
mywell,2501.4925,40.0699,147.0357,2.1041,0.178704,102.006,8.5,0.5797,Sandstone
mywell,2501.6449,42.6483,153.4876,2.1139,0.166104,101.008,8.5,0.5684,Sandstone
mywell,2501.7973,37.4808,155.4407,2.116,0.157072,99.76,8.5,0.6379,Sandstone
mywell,2501.9497,38.0838,160.4428,2.1041,0.145096,98.386,8.5,0.6448,Sandstone
mywell,2502.1021,38.2934,165.2783,2.1159,0.14004,98.127,8.5,0.6448,Sandstone
mywell,2502.2545,40.9833,179.08,2.0981,0.091392,98.745,8.5,0.6565,Sandstone
mywell,2502.4069,37.8395,198.2909,2.1178,0.094968,96.766,8.5,0.6524,Sandstone
mywell,2502.5593,35.2368,207.861,2.1001,0.121784,94.766,8.5,0.6488,Sandstone
mywell,2502.7117,32.6666,208.052,2.1198,0.127952,93.634,8.5,0.6284,Sandstone
mywell,2502.8641,35.1627,187.2002,2.12,0.120064,93.997,8.5,0.6399,Sandstone
mywell,2503.0164,34.7197,148.1725,2.1359,0.092224,94.744,8.5,0.5979,Sandstone
mywell,2503.1688,36.1316,134.4759,2.1568,0.085056,94.75,8.5,0.4913,Sandstone
mywell,2503.3212,34.163,116.4486,2.2155,0.111784,95.866,8.5,0.4572,Sandstone
mywell,2503.4736,38.0247,110.4651,2.1962,0.105056,94.883,8.5,0.4082,Sandstone
mywell,2503.626,36.8596,106.8567,2.1772,0.11492,94.875,8.5,0.4092,Sandstone
mywell,2503.7784,36.9383,104.2409,2.1909,0.0902,95.371,8.5,0.3795,Sandstone
mywell,2503.9308,47.4473,104.6436,2.1652,0.089008,95.003,8.5,0.3067,Silty Sand
mywell,2504.0832,53.6427,93.0059,2.1848,0.086024,95.496,8.5,0.2506,Silty Sand
mywell,2504.2356,54.0392,84.9086,2.1324,0.101872,96.368,8.5,0.2674,Silty Sand
mywell,2504.388,43.0248,82.2985,2.1489,0.110928,99.103,8.5,0.286,Sandstone
mywell,2504.5404,37.7151,86.5763,2.1996,0.123896,98.381,8.5,0.3619,Sandstone
mywell,2504.6928,34.5174,98.132,2.2179,0.150784,98.251,8.5,0.4006,Sandstone
mywell,2504.8452,30.647,113.968,2.212,0.125208,98.746,8.5,0.472,Sandstone
mywell,2504.9976,34.1257,136.8197,2.1366,0.138888,98.502,8.5,0.5303,Sandstone
mywell,2505.15,39.5326,163.7324,2.134,0.14396,98.748,8.5,0.6459,Sandstone
mywell,2505.3024,39.7159,177.093,2.0904,0.156896,99.99,8.5,0.6225,Sandstone
mywell,2505.4548,39.8152,183.395,2.0592,0.151048,100.0,8.5,0.6561,Sandstone
mywell,2505.6072,36.5553,186.8723,2.0977,0.151,99.752,8.5,0.6214,Sandstone
mywell,2505.7596,31.1732,191.9046,2.0415,0.17084,100.122,8.5,0.6062,Sandstone
mywell,2505.912,31.8323,185.6686,2.0093,0.21068,99.629,8.5,0.6412,Sandstone
mywell,2506.0644,32.3955,175.1326,2.0725,0.178264,98.757,8.5,0.6448,Sandstone
mywell,2506.2168,31.7701,168.8381,2.0859,0.195856,98.254,8.5,0.656,Sandstone
mywell,2506.3692,31.6291,169.1173,2.1366,0.198976,98.374,8.5,0.6457,Sandstone
mywell,2506.5216,29.15,173.8548,2.134,0.199,98.871,8.5,0.6428,Sandstone
mywell,2506.674,31.1557,179.9233,2.128,0.250584,98.627,8.5,0.6038,Sandstone
mywell,2506.8264,32.7949,182.6147,2.122,0.189496,99.617,8.5,0.6453,Sandstone
mywell,2506.9788,34.4031,185.6794,2.1041,0.242568,97.765,8.5,0.6672,Sandstone
mywell,2507.1312,35.3396,197.3838,2.108,0.201336,96.882,8.5,0.6603,Sandstone
mywell,2507.2836,38.813,207.9823,2.1239,0.201992,94.891,8.5,0.6664,Sandstone
mywell,2507.436,39.0573,210.9428,2.1101,0.22184,92.891,8.5,0.7234,Sandstone
mywell,2507.5884,39.8407,209.2885,2.1279,0.214064,93.867,8.5,0.7271,Sandstone
mywell,2507.7408,38.4126,207.2989,2.1369,0.249712,94.867,8.5,0.6065,Sandstone
mywell,2507.8932,42.8987,192.6113,2.1241,0.238096,94.379,8.5,0.7038,Sandstone
mywell,2508.0456,44.2563,178.2648,2.1022,0.280656,94.251,8.5,0.6261,Sandstone
mywell,2508.198,41.8535,165.9454,2.0861,0.245288,90.902,8.5,0.7192,Sandstone
mywell,2508.3504,39.6189,156.5133,2.0771,0.244008,88.147,8.5,0.7185,Sandstone
mywell,2508.5028,38.4662,145.4715,2.1663,0.266816,91.845,8.5,0.6054,Sandstone
mywell,2508.6552,42.6313,133.8064,2.1124,0.245176,96.959,8.5,0.5055,Sandstone
mywell,2508.8076,42.5261,130.2698,2.0902,0.366024,99.976,8.5,0.5323,Sandstone
mywell,2508.96,42.9555,132.106,2.0632,0.315416,99.752,8.5,0.5354,Sandstone
mywell,2509.1124,44.0452,138.1216,2.0511,0.299128,99.006,8.5,0.556,Sandstone
mywell,2509.2648,42.6275,138.918,2.0609,0.31884,100.736,8.5,0.5764,Sandstone
mywell,2509.4172,40.882,133.3559,2.0898,0.329912,102.362,8.5,0.5353,Sandstone
mywell,2509.5696,40.6636,106.8544,2.1237,0.331984,103.491,8.5,0.4585,Sandstone
mywell,2509.722,44.3493,90.5855,2.0942,0.304224,102.88,8.5,0.3517,Sandstone
mywell,2509.8744,48.3341,87.0475,2.0672,0.302016,101.883,8.5,0.3795,Silty Sand
mywell,2510.0268,47.123,85.3534,2.0958,0.250416,101.627,8.5,0.3263,Silty Sand
mywell,2510.1792,41.7711,86.2239,2.0732,0.244048,100.261,8.5,0.3756,Sandstone
mywell,2510.3316,40.4632,97.7788,2.1137,0.223168,99.506,8.5,0.4063,Sandstone
mywell,2510.484,37.6704,97.75,2.0634,0.205144,93.92,8.5,0.4333,Sandstone
mywell,2510.6364,38.4158,100.1963,2.065,0.223848,94.247,8.5,0.468,Sandstone
mywell,2510.7888,37.7395,104.4667,2.0511,0.251776,99.21,8.5,0.4254,Sandstone
mywell,2510.9412,39.9819,74.9841,2.0877,0.24208,102.598,8.5,0.3219,Sandstone
mywell,2511.0936,46.7278,46.0654,2.0771,0.254896,98.781,8.5,0.2488,Silty Sand
mywell,2511.246,62.5132,24.2848,2.0998,0.306584,96.146,8.5,0.1497,Silty Sand
mywell,2511.3984,88.9171,13.9797,2.104,0.278232,90.917,8.5,0.043,Shale
mywell,2511.5508,112.1782,9.4132,2.1,0.455567,89.263,8.5,0.0487,Shale
mywell,2511.7032,119.808,7.1827,2.3034,0.433192,88.63,8.5,0.0366,Shale
mywell,2511.8556,117.3592,5.9052,2.1036,0.448872,93.089,8.5,0.0405,Shale
mywell,2512.008,110.2154,5.6619,2.2577,0.497608,95.357,8.5,0.0554,Shale
mywell,2512.1604,111.8742,5.4328,2.384,0.396816,92.895,8.5,0.0586,Shale
mywell,2512.3128,123.421,5.2693,2.3602,0.428736,91.263,8.5,0.0364,Shale
mywell,2512.4652,133.313,5.1063,2.2796,0.41412,92.2757,8.5,0.0397,Shale
mywell,2512.6176,133.5239,5.2528,2.5052,0.44872,93.3097,8.5,0.0487,Shale
mywell,2512.77,128.69,5.3919,2.2848,0.535304,94.3437,8.5,0.0339,Shale
mywell,2512.9224,115.4603,5.6023,2.2384,0.464576,95.3777,8.5,0.0459,Shale
mywell,2513.0748,106.2276,5.9006,2.2886,0.463008,96.4117,8.5,0.0593,Shale
mywell,2513.2272,72.7593,6.1014,2.2791,0.44316,97.4467,8.5,0.0795,Silty Sand
mywell,2513.3796,56.0327,7.4372,2.3494,0.218808,98.4807,8.5,0.1091,Silty Sand
mywell,2513.532,40.7809,9.3556,2.2696,0.118792,99.5147,8.5,0.1313,Sandstone
mywell,2513.6844,42.2363,12.101,2.1896,0.114032,100.5487,8.5,0.1484,Sandstone
mywell,2513.8368,38.2423,15.3172,2.1652,0.12888,101.5827,8.5,0.1402,Sandstone
mywell,2513.9892,37.1664,18.2416,2.1045,0.088328,102.6167,8.5,0.141,Sandstone
mywell,2514.1416,35.8624,22.2211,2.0881,0.101888,103.493,8.5,0.1418,Sandstone
mywell,2514.294,34.0604,24.3015,2.0592,0.112912,100.028,8.5,0.1647,Sandstone
mywell,2514.4464,35.8872,23.4659,2.18,0.134824,100.744,8.5,0.1756,Sandstone
mywell,2514.5988,45.6256,19.9662,2.175,0.181624,100.626,8.5,0.1418,Silty Sand
mywell,2514.7512,52.647,16.7011,2.1591,0.203824,100.625,8.5,0.1266,Silty Sand
mywell,2514.9036,57.9477,15.7832,2.165,0.274432,99.509,8.5,0.109,Silty Sand
mywell,2515.056,59.9085,15.1798,2.1948,0.264088,100.12,8.5,0.1104,Silty Sand
mywell,2515.2084,52.7489,13.9757,2.2843,0.1896,103.225,8.5,0.1032,Silty Sand
mywell,2515.3608,46.857,15.4986,2.2552,0.21876,102.6657,8.5,0.122,Silty Sand
mywell,2515.5132,37.3959,15.9495,2.25,0.19916,102.0757,8.5,0.1494,Sandstone
mywell,2515.6656,41.6412,15.6435,2.2609,0.294232,101.4867,8.5,0.1817,Sandstone
mywell,2515.818,51.6863,14.7948,2.1955,0.25532,100.8977,8.5,0.1134,Silty Sand
mywell,2515.9704,58.8419,14.4676,2.2059,0.246072,100.3087,8.5,0.1091,Silty Sand
mywell,2516.1228,60.5259,14.5721,2.2139,0.302544,99.7187,8.5,0.1309,Silty Sand
mywell,2516.2752,49.9325,14.5194,2.216,0.295064,99.1297,8.5,0.1471,Silty Sand
mywell,2516.4276,45.9336,14.9793,2.2765,0.306904,102.845,8.5,0.1773,Silty Sand
mywell,2516.58,39.3369,15.8252,2.2284,0.245496,103.247,8.5,0.1673,Sandstone
mywell,2516.7324,37.6065,17.0998,2.1288,0.258888,104.49,8.5,0.1775,Sandstone
mywell,2516.8848,35.0743,19.1178,2.1002,0.238168,105.616,8.5,0.1862,Sandstone
mywell,2517.0372,39.7025,20.8462,2.0692,0.28264,104.385,8.5,0.1719,Sandstone
mywell,2517.1896,46.7554,22.2835,2.0789,0.2334,101.399,8.5,0.161,Silty Sand
mywell,2517.342,47.3814,23.9645,2.0879,0.26276,100.755,8.5,0.1639,Shale
mywell,2517.4944,44.7711,26.0483,2.0612,0.226296,100.254,8.5,0.1887,Sandstone
mywell,2517.6468,38.427,33.504,2.1443,0.289488,97.77,8.5,0.2708,Sandstone
mywell,2517.7992,37.1777,34.4141,2.1807,0.28504,96.51,8.5,0.2592,Sandstone
mywell,2517.9516,34.6642,30.4252,2.1979,0.27508,94.888,8.5,0.2481,Sandstone
mywell,2518.104,40.5097,26.7672,2.1732,0.290872,97.231,8.5,0.2059,Sandstone
mywell,2518.2564,43.7929,26.1408,2.177,0.291,96.506,8.5,0.2057,Sandstone
mywell,2518.4088,43.2099,26.6399,2.1929,0.349528,97.12,8.5,0.2189,Sandstone
mywell,2518.5612,36.875,27.4654,2.2664,0.282544,98.613,8.5,0.2077,Sandstone
mywell,2518.7136,35.5155,27.1278,2.2303,0.367312,96.889,8.5,0.2442,Sandstone
mywell,2518.866,39.9839,25.6767,2.1754,0.309472,98.115,8.5,0.2082,Sandstone
mywell,2519.0184,44.3898,20.5314,2.2395,0.325864,101.349,8.5,0.2032,Sandstone
mywell,2519.1708,48.1381,17.0527,2.1914,0.43016,99.639,8.5,0.1757,Silty Sand
mywell,2519.3232,54.3115,14.4389,2.3775,0.35164,97.889,8.5,0.1559,Silty Sand
mywell,2519.4756,76.7326,11.8368,2.1965,0.32124,95.643,8.5,0.058,Silty Sand
mywell,2519.628,83.3878,11.2208,2.2119,0.393416,95.625,8.5,0.0724,Silty Sand
mywell,2519.7804,80.2458,11.8717,2.2745,0.4188,96.989,8.5,0.0891,Silty Sand
mywell,2519.9328,56.8326,12.6517,2.4526,0.393208,97.868,8.5,0.1295,Silty Sand
mywell,2520.0852,49.7575,14.9416,2.4153,0.276936,96.387,8.5,0.1207,Silty Sand
mywell,2520.2376,47.7111,20.3208,2.2255,0.248224,94.515,8.5,0.158,Silty Sand
mywell,2520.39,44.4879,20.5971,2.1913,0.239072,94.624,8.5,0.1773,Sandstone
mywell,2520.5424,37.1777,18.6368,2.2237,0.235032,94.501,8.5,0.208,Sandstone
mywell,2520.6948,30.1571,16.8523,2.224,0.248888,95.368,8.5,0.2265,Sandstone
mywell,2520.8472,37.8952,15.4194,2.222,0.305544,96.243,8.5,0.2204,Sandstone
mywell,2520.9996,46.1241,14.9844,2.1833,0.245488,97.118,8.5,0.1536,Silty Sand
mywell,2521.152,52.02,15.7825,2.2316,0.229128,97.373,8.5,0.1264,Silty Sand
mywell,2521.3044,49.4005,17.0012,2.23,0.284552,97.375,8.5,0.1307,Silty Sand
mywell,2521.4568,45.7483,18.9365,2.2945,0.318728,97.623,8.5,0.1938,Silty Sand
mywell,2521.6092,43.5951,27.7054,2.293,0.223768,98.493,8.5,0.1976,Sandstone
mywell,2521.7616,44.2099,30.3056,2.2444,0.212088,100.236,8.5,0.2068,Sandstone
mywell,2521.914,44.4759,29.7992,2.2261,0.280448,104.59,8.5,0.19,Sandstone
mywell,2522.0664,41.6081,29.2454,2.2458,0.327624,104.377,8.5,0.2079,Sandstone
mywell,2522.2188,39.8609,28.8254,2.2024,0.335936,102.267,8.5,0.2151,Sandstone
mywell,2522.3712,39.2081,27.8508,2.206,0.238784,96.67,8.5,0.189,Sandstone
mywell,2522.5236,40.4618,22.7987,2.2318,0.23304,95.261,8.5,0.1919,Sandstone
mywell,2522.676,47.4021,18.5628,2.23,0.239944,93.39,8.5,0.1531,Silty Sand
mywell,2522.8284,47.4034,15.9072,2.228,0.20528,92.631,8.5,0.1396,Silty Sand
mywell,2522.9808,51.749,14.2809,2.2419,0.31412,92.625,8.5,0.1454,Silty Sand
mywell,2523.1332,47.3309,13.6242,2.2569,0.316984,90.145,8.5,0.1704,Silty Sand
mywell,2523.2856,46.4895,14.0773,2.2689,0.228712,89.753,8.5,0.1358,Silty Sand
mywell,2523.438,45.0238,14.8409,2.2869,0.215104,89.378,8.5,0.1432,Silty Sand
mywell,2523.5904,42.5489,15.6227,2.291,0.19516,89.127,8.5,0.1502,Sandstone
mywell,2523.7428,41.4368,15.5219,2.2285,0.178136,92.597,8.5,0.1653,Sandstone
mywell,2523.8952,40.2019,14.8643,2.2766,0.20776,93.617,8.5,0.1765,Sandstone
mywell,2524.0476,41.312,14.1854,2.283,0.220896,94.493,8.5,0.1851,Sandstone
mywell,2524.2,44.2236,13.7435,2.2711,0.23092,94.872,8.5,0.1621,Sandstone
mywell,2524.3524,44.3184,13.612,2.2303,0.238936,91.155,8.5,0.1717,Sandstone
mywell,2524.5048,43.8051,13.8907,2.2766,0.188408,89.637,8.5,0.1534,Sandstone
mywell,2524.6572,40.1276,14.1638,2.2869,0.187008,87.393,8.5,0.1565,Sandstone
mywell,2524.8096,38.8967,14.7791,2.2751,0.15724,87.747,8.5,0.1374,Sandstone
mywell,2524.962,37.4387,15.4496,2.2968,0.200648,87.874,8.5,0.1615,Sandstone
mywell,2525.1144,41.1083,15.6147,2.3377,0.207944,87.503,8.5,0.1645,Sandstone
mywell,2525.2668,41.8364,15.5585,2.2953,0.195104,88.12,8.5,0.151,Sandstone
